"","rank","Name_of_movie","Movie_genre","Year_of_release","Runtime_min","Ratings","Votes","Metascore","Gross_collection"
"1",1,"The Shawshank Redemption","Drama",1994,142,9.3,2384498,80,28.34
"2",2,"The Godfather","Crime",1972,175,9.2,1652566,100,134.97
"3",2,"The Godfather","Drama",1972,175,9.2,1652566,100,134.97
"4",3,"The Dark Knight","Action",2008,152,9,2347962,84,534.86
"5",3,"The Dark Knight","Crime",2008,152,9,2347962,84,534.86
"6",3,"The Dark Knight","Drama",2008,152,9,2347962,84,534.86
"7",4,"The Godfather: Part II","Crime",1974,202,9,1149888,90,57.3
"8",4,"The Godfather: Part II","Drama",1974,202,9,1149888,90,57.3
"9",5,"12 Angry Men","Crime",1957,96,9,704057,96,4.36
"10",5,"12 Angry Men","Drama",1957,96,9,704057,96,4.36
"11",6,"The Lord of the Rings: The Return of the King","Action",2003,201,8.9,1668051,94,377.85
"12",6,"The Lord of the Rings: The Return of the King","Adventure",2003,201,8.9,1668051,94,377.85
"13",6,"The Lord of the Rings: The Return of the King","Drama",2003,201,8.9,1668051,94,377.85
"14",7,"Pulp Fiction","Crime",1994,154,8.9,1857194,94,107.93
"15",7,"Pulp Fiction","Drama",1994,154,8.9,1857194,94,107.93
"16",8,"Schindler's List","Biography",1993,195,8.9,1232952,94,96.9
"17",8,"Schindler's List","Drama",1993,195,8.9,1232952,94,96.9
"18",8,"Schindler's List","History",1993,195,8.9,1232952,94,96.9
"19",9,"Inception","Action",2010,148,8.8,2106219,74,292.58
"20",9,"Inception","Adventure",2010,148,8.8,2106219,74,292.58
"21",9,"Inception","Sci-Fi",2010,148,8.8,2106219,74,292.58
"22",10,"Fight Club","Drama",1999,139,8.8,1886437,66,37.03
"23",11,"The Lord of the Rings: The Fellowship of the Ring","Action",2001,178,8.8,1688541,92,315.54
"24",11,"The Lord of the Rings: The Fellowship of the Ring","Adventure",2001,178,8.8,1688541,92,315.54
"25",11,"The Lord of the Rings: The Fellowship of the Ring","Drama",2001,178,8.8,1688541,92,315.54
"26",12,"Forrest Gump","Drama",1994,142,8.8,1844811,82,330.25
"27",12,"Forrest Gump","Romance",1994,142,8.8,1844811,82,330.25
"28",13,"Il buono, il brutto, il cattivo","Western",1966,161,8.8,698626,90,6.1
"29",14,"The Lord of the Rings: The Two Towers","Action",2002,179,8.7,1508418,87,342.55
"30",14,"The Lord of the Rings: The Two Towers","Adventure",2002,179,8.7,1508418,87,342.55
"31",14,"The Lord of the Rings: The Two Towers","Drama",2002,179,8.7,1508418,87,342.55
"32",15,"The Matrix","Action",1999,136,8.7,1705257,73,171.48
"33",15,"The Matrix","Sci-Fi",1999,136,8.7,1705257,73,171.48
"34",16,"Goodfellas","Biography",1990,146,8.7,1039505,90,46.84
"35",16,"Goodfellas","Crime",1990,146,8.7,1039505,90,46.84
"36",16,"Goodfellas","Drama",1990,146,8.7,1039505,90,46.84
"37",17,"Star Wars: Episode V - The Empire Strikes Back","Action",1980,124,8.7,1175846,82,290.48
"38",17,"Star Wars: Episode V - The Empire Strikes Back","Adventure",1980,124,8.7,1175846,82,290.48
"39",17,"Star Wars: Episode V - The Empire Strikes Back","Fantasy",1980,124,8.7,1175846,82,290.48
"40",18,"One Flew Over the Cuckoo's Nest","Drama",1975,133,8.7,931196,83,112
"41",19,"Gisaengchung","Comedy",2019,132,8.6,599081,96,53.37
"42",19,"Gisaengchung","Drama",2019,132,8.6,599081,96,53.37
"43",19,"Gisaengchung","Thriller",2019,132,8.6,599081,96,53.37
"44",20,"Soorarai Pottru","Drama",2020,153,8.6,59325,NA,NA
"45",21,"Interstellar","Adventure",2014,169,8.6,1550809,74,188.02
"46",21,"Interstellar","Drama",2014,169,8.6,1550809,74,188.02
"47",21,"Interstellar","Sci-Fi",2014,169,8.6,1550809,74,188.02
"48",22,"Cidade de Deus","Crime",2002,130,8.6,707952,79,7.56
"49",22,"Cidade de Deus","Drama",2002,130,8.6,707952,79,7.56
"50",23,"Sen to Chihiro no kamikakushi","Animation",2001,125,8.6,667757,96,10.06
"51",23,"Sen to Chihiro no kamikakushi","Adventure",2001,125,8.6,667757,96,10.06
"52",23,"Sen to Chihiro no kamikakushi","Family",2001,125,8.6,667757,96,10.06
"53",24,"Saving Private Ryan","Drama",1998,169,8.6,1258494,91,216.54
"54",24,"Saving Private Ryan","War",1998,169,8.6,1258494,91,216.54
"55",25,"The Green Mile","Crime",1999,189,8.6,1169794,61,136.8
"56",25,"The Green Mile","Drama",1999,189,8.6,1169794,61,136.8
"57",25,"The Green Mile","Fantasy",1999,189,8.6,1169794,61,136.8
"58",26,"La vita è bella","Comedy",1997,116,8.6,634922,59,57.6
"59",26,"La vita è bella","Drama",1997,116,8.6,634922,59,57.6
"60",26,"La vita è bella","Romance",1997,116,8.6,634922,59,57.6
"61",27,"Se7en","Crime",1995,127,8.6,1472264,65,100.13
"62",27,"Se7en","Drama",1995,127,8.6,1472264,65,100.13
"63",27,"Se7en","Mystery",1995,127,8.6,1472264,65,100.13
"64",28,"The Silence of the Lambs","Crime",1991,118,8.6,1294317,85,130.74
"65",28,"The Silence of the Lambs","Drama",1991,118,8.6,1294317,85,130.74
"66",28,"The Silence of the Lambs","Thriller",1991,118,8.6,1294317,85,130.74
"67",29,"Star Wars","Action",1977,121,8.6,1247900,90,322.74
"68",29,"Star Wars","Adventure",1977,121,8.6,1247900,90,322.74
"69",29,"Star Wars","Fantasy",1977,121,8.6,1247900,90,322.74
"70",30,"Seppuku","Action",1962,133,8.6,44618,85,NA
"71",30,"Seppuku","Drama",1962,133,8.6,44618,85,NA
"72",30,"Seppuku","Mystery",1962,133,8.6,44618,85,NA
"73",31,"Shichinin no samurai","Action",1954,207,8.6,320604,98,0.27
"74",31,"Shichinin no samurai","Adventure",1954,207,8.6,320604,98,0.27
"75",31,"Shichinin no samurai","Drama",1954,207,8.6,320604,98,0.27
"76",32,"It's a Wonderful Life","Drama",1946,130,8.6,411582,89,NA
"77",32,"It's a Wonderful Life","Family",1946,130,8.6,411582,89,NA
"78",32,"It's a Wonderful Life","Fantasy",1946,130,8.6,411582,89,NA
"79",33,"Hamilton","Biography",2020,160,8.5,63379,90,NA
"80",33,"Hamilton","Drama",2020,160,8.5,63379,90,NA
"81",33,"Hamilton","History",2020,160,8.5,63379,90,NA
"82",34,"Ratsasan","Action",2018,170,8.5,27942,NA,NA
"83",34,"Ratsasan","Crime",2018,170,8.5,27942,NA,NA
"84",34,"Ratsasan","Thriller",2018,170,8.5,27942,NA,NA
"85",35,"Whiplash","Drama",2014,106,8.5,735443,88,13.09
"86",35,"Whiplash","Music",2014,106,8.5,735443,88,13.09
"87",36,"The Intouchables","Biography",2011,112,8.5,775995,57,13.18
"88",36,"The Intouchables","Comedy",2011,112,8.5,775995,57,13.18
"89",36,"The Intouchables","Drama",2011,112,8.5,775995,57,13.18
"90",37,"The Prestige","Drama",2006,130,8.5,1211646,66,53.09
"91",37,"The Prestige","Mystery",2006,130,8.5,1211646,66,53.09
"92",37,"The Prestige","Sci-Fi",2006,130,8.5,1211646,66,53.09
"93",38,"The Departed","Crime",2006,151,8.5,1209505,85,132.38
"94",38,"The Departed","Drama",2006,151,8.5,1209505,85,132.38
"95",38,"The Departed","Thriller",2006,151,8.5,1209505,85,132.38
"96",39,"The Pianist","Biography",2002,150,8.5,745934,85,32.57
"97",39,"The Pianist","Drama",2002,150,8.5,745934,85,32.57
"98",39,"The Pianist","Music",2002,150,8.5,745934,85,32.57
"99",40,"Gladiator","Action",2000,155,8.5,1362369,67,187.71
"100",40,"Gladiator","Adventure",2000,155,8.5,1362369,67,187.71
"101",40,"Gladiator","Drama",2000,155,8.5,1362369,67,187.71
"102",41,"American History X","Drama",1998,119,8.5,1047377,62,6.72
"103",42,"The Usual Suspects","Crime",1995,106,8.5,1005067,77,23.34
"104",42,"The Usual Suspects","Mystery",1995,106,8.5,1005067,77,23.34
"105",42,"The Usual Suspects","Thriller",1995,106,8.5,1005067,77,23.34
"106",43,"Léon","Action",1994,110,8.5,1053158,64,19.5
"107",43,"Léon","Crime",1994,110,8.5,1053158,64,19.5
"108",43,"Léon","Drama",1994,110,8.5,1053158,64,19.5
"109",44,"The Lion King","Animation",1994,88,8.5,958633,88,422.78
"110",44,"The Lion King","Adventure",1994,88,8.5,958633,88,422.78
"111",44,"The Lion King","Drama",1994,88,8.5,958633,88,422.78
"112",45,"Terminator 2: Judgment Day","Action",1991,137,8.5,1008389,75,204.84
"113",45,"Terminator 2: Judgment Day","Sci-Fi",1991,137,8.5,1008389,75,204.84
"114",46,"Nuovo Cinema Paradiso","Drama",1988,155,8.5,235626,80,11.99
"115",46,"Nuovo Cinema Paradiso","Romance",1988,155,8.5,235626,80,11.99
"116",47,"Hotaru no haka","Animation",1988,89,8.5,241859,94,NA
"117",47,"Hotaru no haka","Drama",1988,89,8.5,241859,94,NA
"118",47,"Hotaru no haka","War",1988,89,8.5,241859,94,NA
"119",48,"Back to the Future","Adventure",1985,116,8.5,1077988,87,210.61
"120",48,"Back to the Future","Comedy",1985,116,8.5,1077988,87,210.61
"121",48,"Back to the Future","Sci-Fi",1985,116,8.5,1077988,87,210.61
"122",49,"Once Upon a Time in the West","Western",1968,165,8.5,307176,80,5.32
"123",50,"Psycho","Horror",1960,109,8.5,613918,97,32
"124",50,"Psycho","Mystery",1960,109,8.5,613918,97,32
"125",50,"Psycho","Thriller",1960,109,8.5,613918,97,32
"126",51,"Casablanca","Drama",1942,102,8.5,529354,100,1.02
"127",51,"Casablanca","Romance",1942,102,8.5,529354,100,1.02
"128",51,"Casablanca","War",1942,102,8.5,529354,100,1.02
"129",52,"Modern Times","Comedy",1936,87,8.5,222054,96,0.16
"130",52,"Modern Times","Drama",1936,87,8.5,222054,96,0.16
"131",52,"Modern Times","Family",1936,87,8.5,222054,96,0.16
"132",53,"City Lights","Comedy",1931,87,8.5,170709,99,0.02
"133",53,"City Lights","Drama",1931,87,8.5,170709,99,0.02
"134",53,"City Lights","Romance",1931,87,8.5,170709,99,0.02
"135",54,"Capharnaüm","Drama",2018,126,8.4,67952,75,1.66
"136",55,"Joker","Crime",2019,122,8.4,989721,59,335.45
"137",55,"Joker","Drama",2019,122,8.4,989721,59,335.45
"138",55,"Joker","Thriller",2019,122,8.4,989721,59,335.45
"139",56,"Ayla: The Daughter of War","Biography",2017,125,8.4,35300,NA,NA
"140",56,"Ayla: The Daughter of War","Drama",2017,125,8.4,35300,NA,NA
"141",56,"Ayla: The Daughter of War","History",2017,125,8.4,35300,NA,NA
"142",57,"Vikram Vedha","Action",2017,147,8.4,29862,NA,NA
"143",57,"Vikram Vedha","Crime",2017,147,8.4,29862,NA,NA
"144",57,"Vikram Vedha","Drama",2017,147,8.4,29862,NA,NA
"145",58,"Kimi no na wa.","Animation",2016,106,8.4,206556,79,5.02
"146",58,"Kimi no na wa.","Drama",2016,106,8.4,206556,79,5.02
"147",58,"Kimi no na wa.","Fantasy",2016,106,8.4,206556,79,5.02
"148",59,"Dangal","Action",2016,161,8.4,161610,NA,12.39
"149",59,"Dangal","Biography",2016,161,8.4,161610,NA,12.39
"150",59,"Dangal","Drama",2016,161,8.4,161610,NA,12.39
"151",60,"Spider-Man: Into the Spider-Verse","Animation",2018,117,8.4,396160,87,190.24
"152",60,"Spider-Man: Into the Spider-Verse","Action",2018,117,8.4,396160,87,190.24
"153",60,"Spider-Man: Into the Spider-Verse","Adventure",2018,117,8.4,396160,87,190.24
"154",61,"Avengers: Endgame","Action",2019,181,8.4,865101,78,858.37
"155",61,"Avengers: Endgame","Adventure",2019,181,8.4,865101,78,858.37
"156",61,"Avengers: Endgame","Drama",2019,181,8.4,865101,78,858.37
"157",62,"Avengers: Infinity War","Action",2018,149,8.4,871231,68,678.82
"158",62,"Avengers: Infinity War","Adventure",2018,149,8.4,871231,68,678.82
"159",62,"Avengers: Infinity War","Sci-Fi",2018,149,8.4,871231,68,678.82
"160",63,"Coco(I)","Animation",2017,105,8.4,402394,81,209.73
"161",63,"Coco(I)","Adventure",2017,105,8.4,402394,81,209.73
"162",63,"Coco(I)","Family",2017,105,8.4,402394,81,209.73
"163",64,"Django Unchained","Drama",2012,165,8.4,1384382,81,162.81
"164",64,"Django Unchained","Western",2012,165,8.4,1384382,81,162.81
"165",65,"The Dark Knight Rises","Action",2012,164,8.4,1540637,78,448.14
"166",65,"The Dark Knight Rises","Adventure",2012,164,8.4,1540637,78,448.14
"167",66,"3 Idiots","Comedy",2009,170,8.4,351884,67,6.53
"168",66,"3 Idiots","Drama",2009,170,8.4,351884,67,6.53
"169",67,"Taare Zameen Par","Drama",2007,165,8.4,173353,NA,1.22
"170",67,"Taare Zameen Par","Family",2007,165,8.4,173353,NA,1.22
"171",68,"WALL·E","Animation",2008,98,8.4,1016142,95,223.81
"172",68,"WALL·E","Adventure",2008,98,8.4,1016142,95,223.81
"173",68,"WALL·E","Family",2008,98,8.4,1016142,95,223.81
"174",69,"The Lives of Others","Drama",2006,137,8.4,364481,89,11.29
"175",69,"The Lives of Others","Mystery",2006,137,8.4,364481,89,11.29
"176",69,"The Lives of Others","Thriller",2006,137,8.4,364481,89,11.29
"177",70,"Oldeuboi","Action",2003,120,8.4,525142,77,0.71
"178",70,"Oldeuboi","Drama",2003,120,8.4,525142,77,0.71
"179",70,"Oldeuboi","Mystery",2003,120,8.4,525142,77,0.71
"180",71,"Memento","Mystery",2000,113,8.4,1141883,80,25.54
"181",71,"Memento","Thriller",2000,113,8.4,1141883,80,25.54
"182",72,"Mononoke-hime","Animation",1997,134,8.4,351255,76,2.38
"183",72,"Mononoke-hime","Action",1997,134,8.4,351255,76,2.38
"184",72,"Mononoke-hime","Adventure",1997,134,8.4,351255,76,2.38
"185",73,"Once Upon a Time in America","Crime",1984,229,8.4,317275,NA,5.32
"186",73,"Once Upon a Time in America","Drama",1984,229,8.4,317275,NA,5.32
"187",74,"Raiders of the Lost Ark","Action",1981,115,8.4,895242,85,248.16
"188",74,"Raiders of the Lost Ark","Adventure",1981,115,8.4,895242,85,248.16
"189",75,"The Shining","Drama",1980,146,8.4,914521,66,44.02
"190",75,"The Shining","Horror",1980,146,8.4,914521,66,44.02
"191",76,"Apocalypse Now","Drama",1979,147,8.4,615849,94,83.47
"192",76,"Apocalypse Now","Mystery",1979,147,8.4,615849,94,83.47
"193",76,"Apocalypse Now","War",1979,147,8.4,615849,94,83.47
"194",77,"Alien","Horror",1979,117,8.4,800658,89,78.9
"195",77,"Alien","Sci-Fi",1979,117,8.4,800658,89,78.9
"196",78,"Tengoku to jigoku","Crime",1963,143,8.4,36338,NA,NA
"197",78,"Tengoku to jigoku","Drama",1963,143,8.4,36338,NA,NA
"198",78,"Tengoku to jigoku","Mystery",1963,143,8.4,36338,NA,NA
"199",79,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy",1964,95,8.4,456404,97,0.28
"200",80,"Witness for the Prosecution","Crime",1957,116,8.4,111500,NA,8.18
"201",80,"Witness for the Prosecution","Drama",1957,116,8.4,111500,NA,8.18
"202",80,"Witness for the Prosecution","Mystery",1957,116,8.4,111500,NA,8.18
"203",81,"Paths of Glory","Drama",1957,88,8.4,181479,90,NA
"204",81,"Paths of Glory","War",1957,88,8.4,181479,90,NA
"205",82,"Rear Window","Mystery",1954,112,8.4,450801,100,36.76
"206",82,"Rear Window","Thriller",1954,112,8.4,450801,100,36.76
"207",83,"Sunset Blvd.","Drama",1950,110,8.4,204882,NA,NA
"208",83,"Sunset Blvd.","Film-Noir",1950,110,8.4,204882,NA,NA
"209",84,"The Great Dictator","Comedy",1940,125,8.4,206382,NA,0.29
"210",84,"The Great Dictator","Drama",1940,125,8.4,206382,NA,0.29
"211",84,"The Great Dictator","War",1940,125,8.4,206382,NA,0.29
"212",85,"1917","Drama",2019,119,8.3,456213,78,159.23
"213",85,"1917","Thriller",2019,119,8.3,456213,78,159.23
"214",85,"1917","War",2019,119,8.3,456213,78,159.23
"215",86,"Tumbbad","Drama",2018,104,8.3,29914,NA,NA
"216",86,"Tumbbad","Fantasy",2018,104,8.3,29914,NA,NA
"217",86,"Tumbbad","Horror",2018,104,8.3,29914,NA,NA
"218",87,"Drishyam","Crime",2013,160,8.3,34868,NA,NA
"219",87,"Drishyam","Drama",2013,160,8.3,34868,NA,NA
"220",87,"Drishyam","Thriller",2013,160,8.3,34868,NA,NA
"221",88,"Jagten","Drama",2012,115,8.3,290759,77,0.69
"222",89,"Jodaeiye Nader az Simin","Drama",2011,123,8.3,224439,95,7.1
"223",90,"Incendies","Drama",2010,131,8.3,154637,80,6.86
"224",90,"Incendies","Mystery",2010,131,8.3,154637,80,6.86
"225",90,"Incendies","War",2010,131,8.3,154637,80,6.86
"226",91,"Dara iz Jasenovca","Drama",2020,130,8.3,34378,NA,NA
"227",91,"Dara iz Jasenovca","War",2020,130,8.3,34378,NA,NA
"228",92,"The Father(I)","Drama",2020,97,8.3,49184,88,NA
"229",93,"Babam ve Oglum","Drama",2005,112,8.3,80653,NA,NA
"230",93,"Babam ve Oglum","Family",2005,112,8.3,80653,NA,NA
"231",94,"Inglourious Basterds","Adventure",2009,153,8.3,1293254,69,120.54
"232",94,"Inglourious Basterds","Drama",2009,153,8.3,1293254,69,120.54
"233",94,"Inglourious Basterds","War",2009,153,8.3,1293254,69,120.54
"234",95,"Eternal Sunshine of the Spotless Mind","Drama",2004,108,8.3,924756,89,34.4
"235",95,"Eternal Sunshine of the Spotless Mind","Romance",2004,108,8.3,924756,89,34.4
"236",95,"Eternal Sunshine of the Spotless Mind","Sci-Fi",2004,108,8.3,924756,89,34.4
"237",96,"Amélie","Comedy",2001,122,8.3,712262,69,33.23
"238",96,"Amélie","Romance",2001,122,8.3,712262,69,33.23
"239",97,"Snatch","Comedy",2000,104,8.3,792518,55,30.33
"240",97,"Snatch","Crime",2000,104,8.3,792518,55,30.33
"241",98,"Requiem for a Dream","Drama",2000,102,8.3,778289,68,3.64
"242",99,"American Beauty","Drama",1999,122,8.3,1082672,84,130.1
"243",100,"Good Will Hunting","Drama",1997,126,8.3,877014,70,138.43
"244",100,"Good Will Hunting","Romance",1997,126,8.3,877014,70,138.43
"245",101,"Bacheha-Ye aseman","Drama",1997,89,8.3,67134,77,0.93
"246",101,"Bacheha-Ye aseman","Family",1997,89,8.3,67134,77,0.93
"247",101,"Bacheha-Ye aseman","Sport",1997,89,8.3,67134,77,0.93
"248",102,"Toy Story","Animation",1995,81,8.3,902073,95,191.8
"249",102,"Toy Story","Adventure",1995,81,8.3,902073,95,191.8
"250",102,"Toy Story","Comedy",1995,81,8.3,902073,95,191.8
"251",103,"Braveheart","Biography",1995,178,8.3,970962,68,75.6
"252",103,"Braveheart","Drama",1995,178,8.3,970962,68,75.6
"253",103,"Braveheart","History",1995,178,8.3,970962,68,75.6
"254",104,"Reservoir Dogs","Crime",1992,99,8.3,933153,79,2.83
"255",104,"Reservoir Dogs","Drama",1992,99,8.3,933153,79,2.83
"256",104,"Reservoir Dogs","Thriller",1992,99,8.3,933153,79,2.83
"257",105,"Full Metal Jacket","Drama",1987,116,8.3,684654,76,46.36
"258",105,"Full Metal Jacket","War",1987,116,8.3,684654,76,46.36
"259",106,"Idi i smotri","Drama",1985,142,8.3,62166,NA,NA
"260",106,"Idi i smotri","Thriller",1985,142,8.3,62166,NA,NA
"261",106,"Idi i smotri","War",1985,142,8.3,62166,NA,NA
"262",107,"Aliens","Action",1986,137,8.3,661329,84,85.16
"263",107,"Aliens","Adventure",1986,137,8.3,661329,84,85.16
"264",107,"Aliens","Sci-Fi",1986,137,8.3,661329,84,85.16
"265",108,"Amadeus","Biography",1984,160,8.3,374123,88,51.97
"266",108,"Amadeus","Drama",1984,160,8.3,374123,88,51.97
"267",108,"Amadeus","History",1984,160,8.3,374123,88,51.97
"268",109,"Scarface","Crime",1983,170,8.3,755497,65,45.6
"269",109,"Scarface","Drama",1983,170,8.3,755497,65,45.6
"270",110,"Star Wars: Episode VI - Return of the Jedi","Action",1983,131,8.3,963728,58,309.13
"271",110,"Star Wars: Episode VI - Return of the Jedi","Adventure",1983,131,8.3,963728,58,309.13
"272",110,"Star Wars: Episode VI - Return of the Jedi","Fantasy",1983,131,8.3,963728,58,309.13
"273",111,"Das Boot","Adventure",1981,149,8.3,235089,86,11.49
"274",111,"Das Boot","Drama",1981,149,8.3,235089,86,11.49
"275",111,"Das Boot","Thriller",1981,149,8.3,235089,86,11.49
"276",112,"The Sting","Comedy",1973,129,8.3,244814,83,159.6
"277",112,"The Sting","Crime",1973,129,8.3,244814,83,159.6
"278",112,"The Sting","Drama",1973,129,8.3,244814,83,159.6
"279",113,"A Clockwork Orange","Crime",1971,136,8.3,768192,77,6.21
"280",113,"A Clockwork Orange","Drama",1971,136,8.3,768192,77,6.21
"281",113,"A Clockwork Orange","Sci-Fi",1971,136,8.3,768192,77,6.21
"282",114,"Anand","Drama",1971,122,8.3,31412,NA,NA
"283",114,"Anand","Musical",1971,122,8.3,31412,NA,NA
"284",115,"2001: A Space Odyssey","Adventure",1968,149,8.3,612912,84,56.95
"285",115,"2001: A Space Odyssey","Sci-Fi",1968,149,8.3,612912,84,56.95
"286",116,"Lawrence of Arabia","Adventure",1962,228,8.3,272044,100,44.82
"287",116,"Lawrence of Arabia","Biography",1962,228,8.3,272044,100,44.82
"288",116,"Lawrence of Arabia","Drama",1962,228,8.3,272044,100,44.82
"289",117,"The Apartment","Comedy",1960,125,8.3,167267,94,18.6
"290",117,"The Apartment","Drama",1960,125,8.3,167267,94,18.6
"291",117,"The Apartment","Romance",1960,125,8.3,167267,94,18.6
"292",118,"North by Northwest","Adventure",1959,136,8.3,303238,98,13.28
"293",118,"North by Northwest","Mystery",1959,136,8.3,303238,98,13.28
"294",118,"North by Northwest","Thriller",1959,136,8.3,303238,98,13.28
"295",119,"Vertigo","Mystery",1958,128,8.3,370374,100,3.2
"296",119,"Vertigo","Romance",1958,128,8.3,370374,100,3.2
"297",119,"Vertigo","Thriller",1958,128,8.3,370374,100,3.2
"298",120,"Singin' in the Rain","Comedy",1952,103,8.3,222545,99,8.82
"299",120,"Singin' in the Rain","Musical",1952,103,8.3,222545,99,8.82
"300",120,"Singin' in the Rain","Romance",1952,103,8.3,222545,99,8.82
"301",121,"Ikiru","Drama",1952,143,8.3,70311,NA,0.06
"302",122,"Ladri di biciclette","Drama",1948,89,8.3,149531,NA,0.33
"303",123,"Double Indemnity","Crime",1944,107,8.3,145894,95,5.72
"304",123,"Double Indemnity","Drama",1944,107,8.3,145894,95,5.72
"305",123,"Double Indemnity","Film-Noir",1944,107,8.3,145894,95,5.72
"306",124,"Citizen Kane","Drama",1941,119,8.3,411226,100,1.59
"307",124,"Citizen Kane","Mystery",1941,119,8.3,411226,100,1.59
"308",125,"M - Eine Stadt sucht einen Mörder","Crime",1931,117,8.3,145987,NA,0.03
"309",125,"M - Eine Stadt sucht einen Mörder","Mystery",1931,117,8.3,145987,NA,0.03
"310",125,"M - Eine Stadt sucht einen Mörder","Thriller",1931,117,8.3,145987,NA,0.03
"311",126,"Metropolis","Drama",1927,153,8.3,162459,98,1.24
"312",126,"Metropolis","Sci-Fi",1927,153,8.3,162459,98,1.24
"313",127,"The Kid","Comedy",1921,68,8.3,115930,NA,5.45
"314",127,"The Kid","Drama",1921,68,8.3,115930,NA,5.45
"315",127,"The Kid","Family",1921,68,8.3,115930,NA,5.45
"316",128,"Chhichhore","Comedy",2019,143,8.2,35594,NA,0.9
"317",128,"Chhichhore","Drama",2019,143,8.2,35594,NA,0.9
"318",129,"Uri: The Surgical Strike","Action",2018,138,8.2,44494,NA,4.19
"319",129,"Uri: The Surgical Strike","Drama",2018,138,8.2,44494,NA,4.19
"320",129,"Uri: The Surgical Strike","War",2018,138,8.2,44494,NA,4.19
"321",130,"Andhadhun","Crime",2018,139,8.2,75351,NA,1.37
"322",130,"Andhadhun","Drama",2018,139,8.2,75351,NA,1.37
"323",130,"Andhadhun","Music",2018,139,8.2,75351,NA,1.37
"324",131,"K.G.F: Chapter 1","Action",2018,156,8.2,38874,NA,NA
"325",131,"K.G.F: Chapter 1","Drama",2018,156,8.2,38874,NA,NA
"326",132,"Green Book","Biography",2018,130,8.2,400809,69,85.08
"327",132,"Green Book","Comedy",2018,130,8.2,400809,69,85.08
"328",132,"Green Book","Drama",2018,130,8.2,400809,69,85.08
"329",133,"Talvar","Crime",2015,132,8.2,31728,NA,0.34
"330",133,"Talvar","Drama",2015,132,8.2,31728,NA,0.34
"331",133,"Talvar","Mystery",2015,132,8.2,31728,NA,0.34
"332",134,"Baahubali 2: The Conclusion","Action",2017,167,8.2,76818,NA,20.19
"333",134,"Baahubali 2: The Conclusion","Drama",2017,167,8.2,76818,NA,20.19
"334",135,"Klaus","Animation",2019,96,8.2,111496,65,NA
"335",135,"Klaus","Adventure",2019,96,8.2,111496,65,NA
"336",135,"Klaus","Comedy",2019,96,8.2,111496,65,NA
"337",136,"Drishyam","Crime",2015,163,8.2,73006,NA,0.74
"338",136,"Drishyam","Drama",2015,163,8.2,73006,NA,0.74
"339",136,"Drishyam","Mystery",2015,163,8.2,73006,NA,0.74
"340",137,"Queen","Adventure",2013,146,8.2,61331,NA,1.43
"341",137,"Queen","Comedy",2013,146,8.2,61331,NA,1.43
"342",137,"Queen","Drama",2013,146,8.2,61331,NA,1.43
"343",138,"Mandariinid","Drama",2013,87,8.2,42273,73,0.14
"344",138,"Mandariinid","War",2013,87,8.2,42273,73,0.14
"345",139,"Bhaag Milkha Bhaag","Biography",2013,186,8.2,61845,NA,1.63
"346",139,"Bhaag Milkha Bhaag","Drama",2013,186,8.2,61845,NA,1.63
"347",139,"Bhaag Milkha Bhaag","Sport",2013,186,8.2,61845,NA,1.63
"348",140,"Gangs of Wasseypur","Action",2012,321,8.2,84334,89,NA
"349",140,"Gangs of Wasseypur","Comedy",2012,321,8.2,84334,89,NA
"350",140,"Gangs of Wasseypur","Crime",2012,321,8.2,84334,89,NA
"351",141,"Udaan","Drama",2010,134,8.2,42792,NA,0.01
"352",142,"Paan Singh Tomar","Action",2012,135,8.2,33669,NA,0.04
"353",142,"Paan Singh Tomar","Biography",2012,135,8.2,33669,NA,0.04
"354",142,"Paan Singh Tomar","Crime",2012,135,8.2,33669,NA,0.04
"355",143,"Zindagi Na Milegi Dobara","Comedy",2011,155,8.2,69153,NA,3.11
"356",143,"Zindagi Na Milegi Dobara","Drama",2011,155,8.2,69153,NA,3.11
"357",144,"El secreto de sus ojos","Drama",2009,129,8.2,196473,80,6.39
"358",144,"El secreto de sus ojos","Mystery",2009,129,8.2,196473,80,6.39
"359",144,"El secreto de sus ojos","Romance",2009,129,8.2,196473,80,6.39
"360",145,"Warrior","Action",2011,140,8.2,441443,71,13.66
"361",145,"Warrior","Drama",2011,140,8.2,441443,71,13.66
"362",145,"Warrior","Sport",2011,140,8.2,441443,71,13.66
"363",146,"Shutter Island","Mystery",2010,138,8.2,1155254,63,128.01
"364",146,"Shutter Island","Thriller",2010,138,8.2,1155254,63,128.01
"365",147,"Up","Animation",2009,96,8.2,950664,88,293
"366",147,"Up","Adventure",2009,96,8.2,950664,88,293
"367",147,"Up","Comedy",2009,96,8.2,950664,88,293
"368",148,"Miracle in Cell No. 7","Drama",2019,132,8.2,38484,NA,NA
"369",149,"The Wolf of Wall Street","Biography",2013,180,8.2,1218396,75,116.9
"370",149,"The Wolf of Wall Street","Crime",2013,180,8.2,1218396,75,116.9
"371",149,"The Wolf of Wall Street","Drama",2013,180,8.2,1218396,75,116.9
"372",150,"Chak De! India","Drama",2007,153,8.2,74997,68,1.11
"373",150,"Chak De! India","Family",2007,153,8.2,74997,68,1.11
"374",150,"Chak De! India","Sport",2007,153,8.2,74997,68,1.11
